Case ID,Case Type,Court Type,Judge Name,Lawyer Name,Case Start Date,Case End Date,Judge Experience (Years),Lawyer Experience (Years),Case Duration (Days),Case Outcome,Lawyer Firm,Case Complexity Level,Case Status
199,Family,Commercial Court,Carly Robinson,Nathan Johnson,2021-10-08,2023-02-07,5,3,487,Settlement,Young & Associates,High,Pending
200,Property,High Court,Jordan Hamilton,Jennifer Jenkins,2022-03-31,2023-02-27,9,22,333,Pending,Smith & Co,Low,Closed
201,Family,District Court,Dr. Clayton Garcia,Sophia Davis,2020-05-09,2023-04-24,28,4,1080,Settlement,Davis Law Firm,High,Open
202,Criminal,Commercial Court,Benjamin Walker,Phillip Hughes,2022-10-02,2022-12-02,25,26,61,Dismissal,Lee & Partners,Medium,Open
203,Property,Commercial Court,Michael Trujillo,Jennifer Silva,2020-09-02,2024-03-31,40,8,1306,Judgment for Plaintiff,Lee & Partners,High,Closed
204,Family,Commercial Court,Lisa Fox,Christopher White,2020-07-01,2024-08-30,39,23,1521,Pending,Young & Associates,Low,Pending
205,Family,Commercial Court,Marc Ramos,Elizabeth Gonzalez,2024-11-23,2024-12-05,26,23,12,Dismissal,Smith & Co,Low,Open
206,Family,High Court,Heather Carr,Lauren Edwards,2020-07-05,2022-04-08,15,11,642,Conviction,Carter Law,High,Closed
207,Civil,Commercial Court,Savannah Sanchez DDS,Isabella Smith,2023-04-16,2024-04-17,26,27,367,Dismissal,Clark & Harris,Low,Closed
208,Corporate,Family Court,Kenneth Garza,Veronica Bates,2023-05-06,2024-08-03,34,7,455,Dismissal,Lee & Partners,Medium,Closed
209,Property,Family Court,Mrs. Katherine Powell,Justin Montoya,2023-12-25,2024-03-27,11,21,93,Judgment for Plaintiff,Lee & Partners,High,Pending
210,Property,District Court,Brandy Davis,Holly Patterson,2024-02-23,2024-06-26,12,20,124,Settlement,Black Legal Solutions,Medium,Closed
211,Property,High Court,Terry Daniel,Jaclyn King,2023-06-22,2024-05-03,40,13,316,Conviction,Lee & Partners,Low,Closed
212,Civil,Family Court,Jeremy Marshall,Tamara Chen,2022-01-15,2024-11-22,9,1,1042,Settlement,Davis Law Firm,Low,Pending
213,Civil,District Court,Paul Gould,Daniel Johnson,2021-04-07,2022-10-13,10,25,554,Dismissal,Smith & Co,Low,Open
214,Property,High Court,Raymond Smith,Terrance Pace,2023-12-09,2024-04-25,35,33,138,Dismissal,Black Legal Solutions,Low,Pending
215,Corporate,Small Claims Court,John Torres,Yesenia Chan,2024-12-13,2024-12-17,8,24,4,Judgment for Plaintiff,Smith & Co,Low,Closed
216,Family,Family Court,Brittney Reese,Donna Webb,2021-01-20,2021-02-22,5,30,33,Pending,Clark & Harris,Medium,Pending
217,Family,District Court,Ashley Davis,Erik Martinez,2022-08-27,2023-10-15,20,1,414,Judgment for Plaintiff,Davis Legal Services,High,Pending
218,Criminal,Family Court,Jessica Cortez,Kyle Weber,2020-09-02,2022-08-08,27,13,705,Acquittal,Wilson Legal,Medium,Open
219,Property,District Court,Michelle Terrell,Jennifer Hernandez,2023-10-15,2024-02-01,32,34,109,Judgment for Plaintiff,Davis Law Firm,Low,Open
220,Criminal,High Court,Dawn Daniels,Tyler Jordan,2024-01-24,2024-04-06,12,4,73,Acquittal,Black Legal Solutions,High,Open
221,Corporate,Commercial Court,Joann Beck,Darren Nash,2021-04-11,2024-01-30,35,13,1024,Settlement,Carter Law,Medium,Closed
222,Family,Small Claims Court,Clinton Johnson,Stephanie Briggs,2022-07-31,2024-07-27,27,14,727,Settlement,Black Legal Solutions,Low,Open
223,Corporate,District Court,Michael Blackwell,Taylor Warren,2020-08-31,2023-03-26,35,19,937,Acquittal,Smith & Co,Low,Pending
224,Corporate,Commercial Court,Christopher Johnson,Kevin Harrison,2020-12-12,2024-06-25,17,1,1291,Acquittal,Wilson Legal,Low,Open
225,Corporate,High Court,Christine Duncan,Kimberly Hill,2021-12-31,2022-08-03,22,11,215,Settlement,Black Legal Solutions,Medium,Open
226,Corporate,Commercial Court,Allison Dunn,James Thompson,2023-10-29,2024-11-24,34,29,392,Conviction,Black Legal Solutions,Low,Open
227,Criminal,Family Court,Brittany Smith,Lisa Thomas,2020-01-16,2020-06-17,27,23,153,Pending,Lee & Partners,High,Closed
228,Property,Family Court,Anna Herrera,Linda Shields,2023-10-14,2024-11-01,13,34,384,Conviction,Clark & Harris,Medium,Open
229,Corporate,Family Court,Samuel Singh,Ann Buchanan,2024-07-18,2024-08-02,5,12,15,Dismissal,Young & Associates,Low,Open
230,Criminal,Family Court,Amanda Scott PhD,Thomas Barry,2024-07-31,2024-09-06,16,7,37,Judgment for Plaintiff,Young & Associates,Low,Open
231,Criminal,High Court,Alicia Sharp,Christine Gordon,2024-04-24,2024-06-26,9,16,63,Acquittal,Davis Legal Services,Medium,Pending
232,Criminal,Commercial Court,Michelle Guerra,Shelly King,2023-05-20,2024-08-11,17,5,449,Judgment for Plaintiff,Clark & Harris,High,Open
233,Corporate,High Court,Jerry Chung,Gregory Carpenter,2021-03-29,2021-11-09,25,34,225,Conviction,Clark & Harris,Low,Pending
234,Family,Family Court,Melinda Davis,John Rodriguez,2021-01-13,2022-11-27,25,16,683,Conviction,Davis Law Firm,High,Closed
235,Property,Commercial Court,Richard Smith,Brittany Leon,2024-02-17,2024-03-16,34,21,28,Judgment for Plaintiff,Black Legal Solutions,Medium,Pending
236,Civil,Commercial Court,Ian Johnson,Kim Russell,2021-06-29,2023-05-04,19,10,674,Settlement,Young & Associates,Medium,Pending
237,Corporate,High Court,Samuel Rios,Shane Jones,2020-06-29,2023-01-19,29,32,934,Dismissal,Carter Law,Medium,Closed
238,Family,Family Court,Rachel Gordon,Melanie Rodriguez,2021-07-29,2024-02-11,29,28,927,Settlement,Black Legal Solutions,Medium,Pending
239,Property,Commercial Court,Sarah Henderson,Terry Barber,2022-08-20,2023-06-13,7,13,297,Conviction,Clark & Harris,Low,Pending
240,Family,Commercial Court,Michelle Medina,William Vasquez,2023-03-27,2023-04-09,10,7,13,Judgment for Plaintiff,Lee & Partners,High,Open
241,Corporate,Family Court,Steven Avila,Katelyn Wallace,2023-01-08,2024-02-26,30,19,414,Pending,Black Legal Solutions,Low,Pending
242,Property,Family Court,Kimberly Cantrell,Arthur Smith,2023-07-20,2024-01-27,21,25,191,Judgment for Plaintiff,Wilson Legal,High,Closed
243,Civil,District Court,Angel Madden,Nicole Tyler,2021-09-28,2022-12-05,31,29,433,Dismissal,Davis Legal Services,Medium,Pending
244,Civil,Small Claims Court,Jennifer Barrera,Beth Walker,2022-12-04,2024-11-12,33,15,709,Pending,Carter Law,Low,Open
245,Property,District Court,Catherine Mckinney,Ms. Sandra Burns,2021-07-03,2023-10-05,27,12,824,Judgment for Plaintiff,Lee & Partners,High,Closed
246,Criminal,Family Court,Kimberly Smith,Kathryn Doyle,2022-11-10,2024-08-20,31,28,649,Dismissal,Black Legal Solutions,Low,Closed
247,Criminal,District Court,Gregory Kelly,Jenny Gomez,2024-06-22,2024-11-16,26,22,147,Dismissal,Carter Law,High,Open
248,Family,District Court,Robert Pineda,Renee Hammond,2023-02-24,2024-01-09,25,15,319,Acquittal,Black Legal Solutions,Medium,Closed
249,Corporate,High Court,April Watts,Joshua Rogers,2024-03-29,2024-07-09,6,28,102,Conviction,Davis Law Firm,High,Open
250,Civil,District Court,Jonathan Miller,Andrew Skinner,2020-12-11,2022-01-23,19,1,408,Judgment for Plaintiff,Lee & Partners,Low,Open
251,Civil,District Court,Jacqueline Garrett,Troy Hancock,2024-12-04,2024-12-25,32,21,21,Acquittal,Lee & Partners,Medium,Closed
252,Civil,District Court,Ashley Dunn,Erika Crawford,2023-04-10,2024-11-01,12,6,571,Conviction,Carter Law,High,Pending
253,Civil,High Court,Priscilla Maldonado,Becky Austin,2020-03-10,2021-01-28,24,25,324,Conviction,Davis Law Firm,Medium,Pending
254,Civil,Commercial Court,Christy Bradshaw,David Williams,2021-11-20,2024-06-06,15,29,929,Conviction,Young & Associates,Medium,Pending
255,Civil,Small Claims Court,Holly Mayo,Roger Lam,2020-03-16,2020-10-10,8,28,208,Dismissal,Smith & Co,Medium,Open
256,Family,Family Court,Emily Frost,Sara Hines,2021-06-13,2023-08-17,38,2,795,Conviction,Smith & Co,Medium,Closed
257,Civil,High Court,Stacey Keller,Brent Obrien,2020-03-23,2021-06-25,25,15,459,Settlement,Lee & Partners,Low,Pending
258,Civil,High Court,Paul Chavez,Andrew Lewis,2020-07-12,2023-10-24,33,35,1199,Judgment for Plaintiff,Lee & Partners,High,Closed
259,Property,Commercial Court,Selena Perez,Patricia Matthews,2023-09-04,2024-07-06,25,2,306,Conviction,Black Legal Solutions,Medium,Pending
260,Family,High Court,Mr. Shawn Rodriguez DDS,Christopher Lee,2022-05-15,2024-03-01,33,16,656,Settlement,Black Legal Solutions,High,Open
261,Property,High Court,Kendra Daniel,Garrett Gray,2020-10-16,2022-12-19,27,11,794,Pending,Black Legal Solutions,Medium,Open
262,Property,District Court,Denise Robles,Lorraine Collins,2022-01-11,2023-08-19,8,25,585,Conviction,Wilson Legal,Low,Pending
263,Family,Small Claims Court,Stacy Rivera,Sherry Pineda,2020-12-01,2022-03-09,28,28,463,Conviction,Davis Legal Services,High,Pending
264,Civil,Small Claims Court,Ryan Gray,Mario Page,2022-06-05,2024-07-08,24,1,764,Dismissal,Davis Legal Services,Medium,Closed
265,Criminal,Family Court,Terry Gonzalez,Erik Gilbert,2024-05-05,2024-06-22,33,14,48,Dismissal,Carter Law,Low,Closed
266,Civil,Family Court,Renee Mcdonald,Kevin Mendez,2021-06-13,2022-09-01,37,3,445,Pending,Clark & Harris,Medium,Closed
267,Criminal,Family Court,Heather Rangel,John Bennett,2023-11-05,2024-10-11,9,24,341,Dismissal,Young & Associates,Low,Closed
268,Family,High Court,Hannah Owens,William Davis,2022-04-14,2024-04-30,19,10,747,Settlement,Black Legal Solutions,Medium,Pending
269,Family,High Court,Karen Williams,Mary Sullivan,2022-02-24,2024-03-24,32,6,759,Pending,Lee & Partners,High,Pending
270,Criminal,Family Court,Victoria Hernandez MD,Ann Chavez,2023-01-16,2024-02-08,34,15,388,Dismissal,Carter Law,Low,Open
271,Property,Small Claims Court,Tonya Roach,Teresa Martinez,2023-03-26,2023-09-16,16,19,174,Settlement,Clark & Harris,High,Open
272,Civil,Family Court,Whitney Hernandez,Joseph Turner,2021-08-06,2024-12-21,13,7,1233,Dismissal,Young & Associates,Medium,Closed
273,Criminal,Commercial Court,Andrew Cain,Elizabeth Marshall,2024-06-29,2024-08-07,27,28,39,Dismissal,Wilson Legal,Medium,Closed
274,Corporate,High Court,Elizabeth Jones,Anthony Wang,2024-10-13,2024-12-09,40,23,57,Acquittal,Davis Law Firm,Medium,Pending
275,Corporate,Small Claims Court,Jason Fernandez,Michaela Jackson,2024-01-15,2024-08-15,26,12,213,Settlement,Wilson Legal,Medium,Pending
276,Property,Commercial Court,Andrew Adams,James Bishop,2023-07-09,2023-11-15,22,19,129,Judgment for Plaintiff,Clark & Harris,Medium,Closed
277,Corporate,Commercial Court,Sandra Spencer,Kirsten Mcdowell,2021-05-30,2022-07-13,31,35,409,Conviction,Davis Law Firm,High,Open
278,Corporate,High Court,Bradley Rivas,Madeline Wood,2020-12-13,2021-11-27,30,30,349,Pending,Carter Law,Medium,Closed
279,Civil,Commercial Court,Daniel Schwartz,Thomas Arroyo,2021-12-22,2024-04-25,38,23,855,Pending,Lee & Partners,Medium,Pending
280,Civil,Small Claims Court,Michael Jackson,Randy Thomas,2020-07-17,2024-06-10,6,9,1424,Pending,Young & Associates,Low,Pending
281,Property,High Court,Kathy Ortiz,Marco Marshall,2023-06-25,2024-02-04,32,1,224,Acquittal,Black Legal Solutions,Low,Pending
282,Family,Commercial Court,Jeremy Conrad,Jerry Landry,2020-12-14,2023-05-07,28,32,874,Settlement,Wilson Legal,Medium,Pending
283,Civil,Commercial Court,Brittany Valentine,Joseph Hernandez MD,2023-01-17,2024-08-16,24,2,577,Settlement,Black Legal Solutions,Medium,Closed
284,Corporate,Commercial Court,Laura Peterson,Cassandra Smith,2022-07-12,2023-06-29,34,29,352,Settlement,Lee & Partners,Medium,Pending
285,Corporate,Family Court,Richard Huber,Mary Serrano,2020-06-02,2024-03-29,39,7,1396,Judgment for Plaintiff,Black Legal Solutions,Medium,Closed
286,Criminal,High Court,Brittany Duran,Andrea Leonard,2022-06-20,2023-07-30,18,7,405,Judgment for Plaintiff,Clark & Harris,Medium,Open
287,Property,Small Claims Court,Mr. Tony Manning,Tina Miller,2020-06-15,2021-04-06,40,34,295,Judgment for Plaintiff,Lee & Partners,High,Open
288,Criminal,Small Claims Court,Mrs. Jessica Mckenzie,Aaron Johnson,2020-04-01,2023-12-03,9,32,1341,Acquittal,Young & Associates,Low,Open
289,Family,Small Claims Court,Alexandra Bray,Kristina Martin,2024-07-06,2024-07-26,9,32,20,Conviction,Carter Law,Low,Open
290,Property,Small Claims Court,Susan Golden,Mitchell Reed,2024-01-01,2024-07-20,20,14,201,Settlement,Wilson Legal,Low,Open
291,Corporate,District Court,Steven Curtis,Roberto Jackson,2021-03-01,2023-10-19,35,28,962,Pending,Davis Legal Services,High,Closed
292,Property,District Court,Eric Vasquez,Kayla Stone,2022-08-12,2024-04-16,5,23,613,Acquittal,Carter Law,Low,Pending
293,Family,Family Court,Christopher Douglas,Tyler Powell,2020-11-30,2022-08-25,32,2,633,Pending,Lee & Partners,High,Pending
294,Family,Commercial Court,Crystal Blanchard,Ashlee Bradley,2024-03-01,2024-12-06,12,33,280,Pending,Clark & Harris,Low,Open
295,Property,District Court,Robert Espinoza,Craig Robbins,2022-03-01,2023-12-10,23,11,649,Dismissal,Black Legal Solutions,Low,Pending
296,Family,Commercial Court,Bryan King,Matthew Bullock,2023-12-22,2024-01-29,18,2,38,Conviction,Clark & Harris,Low,Open
297,Criminal,Family Court,Michelle Nelson,Joshua Carpenter,2021-10-28,2024-01-22,10,3,816,Settlement,Lee & Partners,Medium,Pending
298,Family,Commercial Court,Marvin Rose,Heidi Murphy,2023-08-03,2023-09-05,9,17,33,Settlement,Young & Associates,High,Pending
299,Corporate,Small Claims Court,Melissa Williams,Tony Weeks,2022-08-30,2024-11-28,38,10,821,Settlement,Davis Legal Services,High,Closed
300,Property,District Court,Clinton Hoffman,Andre Jimenez DDS,2022-09-14,2023-08-07,32,26,327,Dismissal,Smith & Co,Medium,Pending
301,Property,District Court,Laura Sanders,April Riggs,2024-09-17,2024-10-09,30,27,22,Settlement,Clark & Harris,Medium,Pending
302,Criminal,Small Claims Court,Darren Castillo PhD,Amanda Gonzalez,2024-11-06,2024-12-25,27,29,49,Dismissal,Clark & Harris,Low,Open
303,Civil,Family Court,Vanessa Holmes,Mark Reynolds,2022-10-04,2024-11-07,22,20,765,Dismissal,Davis Legal Services,High,Pending
304,Family,High Court,Mary Mcpherson,Stephen Arnold,2022-10-12,2023-04-09,11,3,179,Settlement,Smith & Co,Medium,Open
305,Property,Family Court,Jonathan Barrera,Mark Miller,2021-04-22,2021-10-15,37,15,176,Settlement,Davis Law Firm,Low,Pending
306,Property,Family Court,Christine Dawson,Joseph Drake,2022-03-13,2024-07-09,22,1,849,Conviction,Carter Law,High,Pending
307,Property,High Court,Colleen Johnson,Natalie Wolf,2023-07-16,2024-08-02,12,23,383,Conviction,Lee & Partners,Medium,Closed
308,Corporate,Family Court,Kelly Massey,Robin Rodriguez,2021-11-04,2023-01-14,39,26,436,Judgment for Plaintiff,Davis Legal Services,Medium,Closed
309,Criminal,District Court,Jason Hayes,Jacqueline Jensen,2024-02-19,2024-10-04,35,28,228,Judgment for Plaintiff,Carter Law,Medium,Open
310,Property,Commercial Court,Mary Copeland,Gary Norris,2023-07-05,2024-07-26,8,9,387,Acquittal,Smith & Co,High,Pending
311,Family,Family Court,Jacob Pittman,Kimberly Howell,2021-09-24,2023-10-21,23,8,757,Conviction,Davis Law Firm,High,Closed
312,Property,Family Court,John Cook,Steve Thompson,2021-08-15,2023-07-01,31,10,685,Acquittal,Wilson Legal,Medium,Open
313,Civil,Commercial Court,Suzanne Miranda,Karen Keller,2020-01-06,2023-12-18,22,19,1442,Dismissal,Davis Law Firm,Low,Closed
314,Civil,Small Claims Court,Matthew Flynn,Anthony Mcdaniel,2023-09-08,2023-11-19,33,1,72,Settlement,Davis Law Firm,Medium,Pending
315,Civil,Small Claims Court,Barbara Mitchell,Jennifer Smith,2021-10-18,2022-10-24,37,11,371,Judgment for Plaintiff,Carter Law,High,Pending
316,Property,Commercial Court,Kathryn Smith,Melanie Myers,2023-05-04,2023-06-01,16,3,28,Pending,Lee & Partners,High,Closed
317,Civil,Commercial Court,Beth Livingston,Jackie Williams,2024-05-30,2024-11-06,11,2,160,Acquittal,Clark & Harris,Medium,Pending
318,Family,District Court,Rick Mendez,James Cooper,2020-01-11,2024-06-18,11,16,1620,Judgment for Plaintiff,Smith & Co,Medium,Pending
319,Property,District Court,Trevor Ray,Dan Holloway,2024-06-04,2024-09-24,32,28,112,Pending,Carter Law,High,Pending
320,Property,High Court,Jose Giles,Mary David,2024-06-17,2024-12-22,37,9,188,Conviction,Davis Legal Services,Low,Pending
321,Property,Small Claims Court,Mr. Erik Knox,Nicole Stanley,2024-09-09,2024-09-12,27,7,3,Judgment for Plaintiff,Davis Law Firm,High,Closed
322,Property,Family Court,Melissa Dennis,Drew Gonzalez,2022-05-24,2023-05-17,31,31,358,Pending,Smith & Co,Low,Pending
323,Family,District Court,Alexis Thomas,Christian Brown,2022-10-13,2024-05-07,29,2,572,Pending,Black Legal Solutions,High,Closed
324,Property,Family Court,Cody Jones,Deborah Hess,2023-08-08,2023-12-05,13,10,119,Dismissal,Black Legal Solutions,Low,Pending
325,Corporate,Small Claims Court,Frank Wilson,Kelly Bradshaw,2021-01-26,2022-01-15,8,18,354,Settlement,Davis Law Firm,Medium,Closed
326,Property,Family Court,Sean Johnson,Kimberly Patterson,2020-12-26,2021-08-19,12,29,236,Dismissal,Carter Law,Low,Open
327,Family,Family Court,Seth Simmons,Rebecca Robinson,2023-03-10,2023-08-14,39,34,157,Conviction,Smith & Co,Medium,Open
328,Family,High Court,Sarah Smith,Nicholas Brown,2020-01-14,2021-12-11,34,19,697,Acquittal,Davis Law Firm,Low,Open
329,Corporate,Small Claims Court,Kristin Harding MD,Maria Campbell,2023-02-13,2024-04-23,25,31,435,Dismissal,Young & Associates,Low,Open
330,Family,Family Court,Michelle Walters,Shane Baxter,2024-07-26,2024-09-13,36,6,49,Dismissal,Smith & Co,Medium,Open
331,Family,District Court,Kristin Green,Jennifer Hayes,2023-08-24,2024-11-16,25,35,450,Pending,Davis Legal Services,High,Closed
332,Property,Commercial Court,Dennis Mills,William Freeman,2021-09-03,2023-02-23,20,17,538,Pending,Wilson Legal,High,Closed
333,Property,Small Claims Court,Elijah Johnson,Amber Rogers,2020-02-10,2020-04-23,10,10,73,Pending,Wilson Legal,Medium,Closed
334,Family,Small Claims Court,Susan Hines,Benjamin Clark,2022-08-20,2022-10-09,14,11,50,Pending,Wilson Legal,Low,Open
335,Family,Small Claims Court,Daniel Sweeney,Joe Hobbs,2021-02-21,2022-05-21,22,3,454,Dismissal,Smith & Co,High,Open
336,Family,Family Court,Jake Campbell,Jennifer Medina,2021-03-24,2023-08-01,39,21,860,Settlement,Wilson Legal,High,Pending
337,Civil,Small Claims Court,David Taylor,Bryan Clarke,2022-03-17,2023-10-13,39,13,575,Settlement,Black Legal Solutions,Medium,Closed
338,Family,District Court,Ashley Glover DDS,Samantha Johnson,2020-05-29,2024-03-02,8,4,1373,Judgment for Plaintiff,Davis Legal Services,Low,Open
339,Civil,High Court,Rhonda Thomas MD,John Michael,2021-01-24,2022-07-16,14,21,538,Dismissal,Clark & Harris,Low,Pending
340,Civil,Small Claims Court,John Park,Christine Cain,2020-02-10,2021-05-23,18,3,468,Pending,Smith & Co,High,Pending
341,Civil,Small Claims Court,Mr. Matthew Collins,Danielle Mckee,2024-09-30,2024-12-01,23,30,62,Judgment for Plaintiff,Wilson Legal,Low,Closed
342,Property,Commercial Court,Mark Hansen,Michael Taylor,2024-11-15,2024-12-19,11,2,34,Judgment for Plaintiff,Davis Law Firm,High,Closed
343,Corporate,Family Court,Mr. Jeffery Elliott,Debra Jackson,2021-07-11,2023-01-15,19,28,553,Pending,Clark & Harris,Low,Pending
344,Civil,Commercial Court,Mariah Lynch,Lisa Carey,2023-05-05,2024-10-15,6,23,529,Pending,Clark & Harris,Medium,Closed
345,Criminal,Small Claims Court,Hannah Stokes,Justin Miller,2021-11-24,2023-11-02,12,34,708,Conviction,Wilson Legal,Medium,Open
346,Property,District Court,Sonya Herrera,Bernard Pena,2022-09-04,2024-06-06,21,5,641,Dismissal,Wilson Legal,High,Closed
347,Property,District Court,Mark Wilson,Megan Peck,2023-03-15,2024-02-16,30,16,338,Judgment for Plaintiff,Wilson Legal,Low,Open
348,Civil,Family Court,Robert Hull,Stacey Smith,2021-09-09,2024-03-25,15,8,928,Settlement,Davis Law Firm,Medium,Open
349,Property,Family Court,Shane Weiss,Jessica Douglas,2023-08-08,2023-11-17,33,34,101,Conviction,Young & Associates,High,Open
350,Property,Small Claims Court,Michael Webb,Joshua Willis,2023-09-14,2023-11-24,7,10,71,Conviction,Lee & Partners,High,Open
351,Criminal,District Court,David Banks,Gary Church,2021-04-04,2022-07-28,37,22,480,Settlement,Lee & Partners,Low,Closed
352,Criminal,Commercial Court,Carrie Bryant,Renee Ramirez,2022-11-15,2024-10-25,37,25,710,Dismissal,Smith & Co,High,Pending
353,Property,District Court,Thomas Rojas,Eric Hernandez MD,2020-04-13,2020-04-23,31,15,10,Judgment for Plaintiff,Lee & Partners,Medium,Closed
354,Property,Family Court,Amber Rogers,Scott Arnold,2023-11-04,2024-01-10,40,13,67,Pending,Clark & Harris,Low,Pending
